iter_idx,total edge splits,total component splits,number_of_components,number_of_communities,new_modularity,original_modularity,count_of_known_entites,subgraph_index,num_of_unique_entities_in_comp,total_num_of_addresses_in_comp,ami,ars,urs,homog
42,4501,43,175,201,0.6759345519176415,0.10225985940281712,13748,0,24,59535,0.7610156650664746,0.6413764374324035,0.8157316900987989,0.6434481818560537
43,4601,44,183,210,0.6756120975431146,0.10225985940281712,13746,0,24,59535,0.7610109063674597,0.6419138544931525,0.8160312994521982,0.6437573460049586
44,4701,45,189,231,0.6574936806782737,0.10225985940281712,13746,0,24,59535,0.817057265078171,0.7203777485858553,0.8587013983419073,0.7236943723248145
45,4801,46,191,212,0.6845998700335397,0.10225985940281712,13746,0,24,59535,0.8174333110070601,0.7205839110433885,0.8588110423286867,0.724081603850131
46,4901,47,195,213,0.6940725465360028,0.10225985940281712,13746,0,24,59535,0.8214196273549931,0.7210621830012253,0.8588460589639701,0.7237231508009705
47,5001,48,201,224,0.7221800685219688,0.10225985940281712,13746,0,24,59535,0.8214196273549931,0.7210621830012253,0.8588460589639701,0.7237231508009705
48,5101,49,203,223,0.6783680487846466,0.10225985940281712,13746,0,24,59535,0.8214196273549931,0.7210621830012253,0.8588460589639701,0.7237231508009705
49,5201,50,212,238,0.7217178299476171,0.10225985940281712,13745,0,24,59535,0.9302201626055736,0.9564055765854891,0.9789771367808211,0.9027367336540068
50,5301,51,213,234,0.683042663104776,0.10225985940281712,13745,0,24,59535,0.9302201626055736,0.9564055765854891,0.9789771367808211,0.9027367336540068
51,5401,52,217,244,0.6965001780677736,0.10225985940281712,13745,0,24,59535,0.9302201626055736,0.9564055765854891,0.9789771367808211,0.9027367336540068
52,5501,53,221,251,0.702512300769393,0.10225985940281712,13744,0,24,59535,0.9384245333620395,0.9698295129668584,0.9855133891001087,0.9242356083883528
53,5601,54,223,241,0.6667722476703545,0.10225985940281712,13744,0,24,59535,0.9384245333620395,0.9698295129668584,0.9855133891001087,0.9242356083883528
54,5701,55,226,241,0.7199184083420376,0.10225985940281712,13744,0,24,59535,0.9405052104447785,0.9701081340899533,0.985647863316933,0.9267665281962152
55,5901,56,229,262,0.7020061367100868,0.10225985940281712,13744,0,24,59535,0.9405052104447785,0.9701081340899533,0.985647863316933,0.9267665281962152
56,6001,57,230,249,0.6793887197576146,0.10225985940281712,13744,0,24,59535,0.9405052104447785,0.9701081340899533,0.985647863316933,0.9267665281962152
57,6102,58,231,242,0.6781987071673262,0.10225985940281712,13744,0,24,59535,0.9405052104447785,0.9701081340899533,0.985647863316933,0.9267665281962152
58,6202,59,233,250,0.6862169149399974,0.10225985940281712,13744,0,24,59535,0.9407700010824348,0.9703003136078128,0.9857385857649448,0.9267521909189179
59,6402,60,236,258,0.7162836740455875,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
60,6602,61,237,270,0.7217146118370181,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
61,6803,62,239,288,0.6919043988535618,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
62,6903,63,240,269,0.6955978879410075,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
63,7103,64,242,286,0.6890374716580925,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
64,7203,65,243,287,0.7204569482712354,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
65,7303,66,245,273,0.7253673709972943,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
66,7403,67,248,284,0.7231468255300366,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
67,7503,68,254,284,0.7227335232990489,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
68,7603,69,255,284,0.6995484717592658,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
69,7703,70,259,295,0.7055446710233749,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
70,7803,71,261,294,0.7201462723306651,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
71,7904,72,262,298,0.6987496295642398,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
72,8004,73,263,297,0.7264925883579003,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
73,8204,74,264,337,0.7289527751010655,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
74,8304,75,265,296,0.690962359998112,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
75,8404,76,268,298,0.6974559093426816,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
76,8504,77,270,307,0.7229286156692953,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
77,8604,78,273,306,0.6627702777868616,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
78,8704,79,277,319,0.7154639261450695,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
79,8804,80,279,326,0.7221008453507441,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
80,8904,81,284,319,0.7252617516818528,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
81,9004,82,287,330,0.7207531015472561,0.10225985940281712,13744,0,24,59535,0.9411150609353932,0.9704858901485397,0.9858282175952927,0.9272215002655192
82,9105,83,288,323,0.724997638046303,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
83,9205,84,290,322,0.7277894683685284,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
84,9305,85,291,328,0.7113232690733469,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
85,9405,86,295,330,0.7339800555550339,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
86,9506,87,299,335,0.7379344006264371,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
87,9606,88,302,344,0.6867844837037512,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
88,9706,89,307,347,0.7325701546160367,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
89,9806,90,310,341,0.7171528854115746,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
90,9906,91,311,350,0.6887889814217747,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
91,10006,92,317,356,0.6930227790968462,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
92,10106,93,320,366,0.7324248813143016,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
93,10206,94,323,354,0.7346056065266626,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
94,10306,95,325,371,0.7329293239017068,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
95,10406,96,330,395,0.7329190260296214,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
96,10506,97,339,401,0.7323860671489657,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
97,10606,98,344,399,0.7319477455926573,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
98,10706,99,349,405,0.7355614558599183,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
99,10806,100,353,399,0.7321733536471559,0.10225985940281712,13744,0,24,59535,0.9414239690094391,0.9706821278492687,0.9859229319157252,0.9275856742984605
100,10906,101,358,417,0.7128233029260787,0.10225985940281712,13743,0,24,59535,0.9417110404598742,0.9708927840159762,0.9860239985844053,0.9279061750874402
