iter_idx,total edge splits,total component splits,number_of_components,number_of_communities,new_modularity,original_modularity,count_of_known_entites,subgraph_index,num_of_unique_entities_in_comp,total_num_of_addresses_in_comp,ami,ars,urs,homog
31,3600,32,126,181,0.6682403507827611,0.33769964933381147,13753,0,24,59535,0.2117448709492824,0.10337055602103674,0.4767338932069483,0.12101471554999252
32,3700,33,132,197,0.6641216770588051,0.33769964933381147,13753,0,24,59535,0.2117448709492824,0.10337055602103674,0.4767338932069483,0.12101471554999252
33,3800,34,135,178,0.6701639802509357,0.33769964933381147,13752,0,24,59535,0.5302727973106199,0.47469787043999556,0.7200171998702596,0.37419510948332263
34,3900,35,139,177,0.666581638153224,0.33769964933381147,13751,0,24,59535,0.5306802497518128,0.4748345963996809,0.7201022973535809,0.37463212247665795
35,4000,36,149,176,0.6737305491485267,0.33769964933381147,13751,0,24,59535,0.8178731385279789,0.8625931007303475,0.9326029049127006,0.720010019799321
36,4100,37,157,176,0.6667608986146667,0.33769964933381147,13750,0,24,59535,0.8178702554095446,0.862581897691803,0.9325985810538288,0.7200060396313106
37,4200,38,164,194,0.6663433897786074,0.33769964933381147,13750,0,24,59535,0.8441073698611165,0.8750477837957354,0.9388410449685597,0.759280342938037
38,4300,39,167,202,0.6672443946994965,0.33769964933381147,13750,0,24,59535,0.845893231463528,0.8753340256989185,0.938984563505445,0.761416247663587
39,4400,40,171,200,0.6748042560713391,0.33769964933381147,13750,0,24,59535,0.8752388479840879,0.8876927900718669,0.9451774634849477,0.8127010262488643
40,4500,41,176,204,0.678117757143669,0.33769964933381147,13750,0,24,59535,0.8908423609056024,0.8930131862954612,0.9478312869035104,0.8390482261151927
41,4700,42,178,202,0.6688141996027074,0.33769964933381147,13750,0,24,59535,0.8910076962341976,0.8931909716719593,0.9479160163714386,0.8390972552687123
42,5200,43,180,242,0.7159218359169984,0.33769964933381147,13750,0,24,59535,0.8910076962341976,0.8931909716719593,0.9479160163714386,0.8390972552687123
43,5300,44,181,203,0.6960758749312326,0.33769964933381147,13750,0,24,59535,0.8910076962341976,0.8931909716719593,0.9479160163714386,0.8390972552687123
44,5400,45,183,219,0.7044402155719132,0.33769964933381147,13750,0,24,59535,0.8910076962341976,0.8931909716719593,0.9479160163714386,0.8390972552687123
45,5500,46,187,223,0.7036889877915057,0.33769964933381147,13750,0,24,59535,0.8912093097856203,0.89337871423445,0.9480095372225418,0.8395037985711973
46,5600,47,192,217,0.6980239797111205,0.33769964933381147,13750,0,24,59535,0.8912093097856203,0.89337871423445,0.9480095372225418,0.8395037985711973
47,5800,48,193,229,0.7176206575954349,0.33769964933381147,13750,0,24,59535,0.8912093097856203,0.89337871423445,0.9480095372225418,0.8395037985711973
48,6000,49,194,251,0.7125732173141274,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
49,6200,50,197,242,0.6484595045827093,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
50,6300,51,200,225,0.6974330563315366,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
51,6400,52,201,220,0.6981318454223799,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
52,6601,53,203,244,0.7217009250462711,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
53,6701,54,207,239,0.718702397220747,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
54,6801,55,209,235,0.6786823192671187,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
55,7001,56,210,249,0.7088654545465928,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
56,7101,57,214,233,0.6869298809370101,0.33769964933381147,13750,0,24,59535,0.8916254867503732,0.8935525271938356,0.948088479823326,0.8396329336697249
57,7201,58,217,238,0.6609643741103157,0.33769964933381147,13750,0,24,59535,0.8919689253067704,0.8937400984501119,0.948181905460893,0.8400599472178457
58,7301,59,220,241,0.729976748311096,0.33769964933381147,13750,0,24,59535,0.8919689253067704,0.8937400984501119,0.948181905460893,0.8400599472178457
59,7401,60,222,243,0.699872917451287,0.33769964933381147,13750,0,24,59535,0.8919689253067704,0.8937400984501119,0.948181905460893,0.8400599472178457
60,7501,61,225,254,0.6965822122983258,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
61,7601,62,226,246,0.7177640890958519,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
62,7801,63,230,275,0.7259646404558331,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
63,7901,64,234,270,0.7279733633700197,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
64,8004,65,236,267,0.7002982039994384,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
65,8104,66,239,288,0.749667868441914,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
66,8204,67,242,277,0.7298778899718973,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
67,8304,68,244,285,0.7050057331649064,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
68,8404,69,248,300,0.726360071296512,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
69,8504,70,249,292,0.7329909193510282,0.33769964933381147,13750,0,24,59535,0.9354003565594237,0.9681081397925866,0.9846777934262988,0.9169175416346723
70,8604,71,253,297,0.7178014499910095,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
71,8704,72,256,294,0.7152477634178676,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
72,8804,73,258,293,0.6883017455332373,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
73,8904,74,262,287,0.7303925849128907,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
74,9004,75,268,307,0.7288208551673012,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
75,9104,76,271,300,0.7322695859032399,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
76,9204,77,273,302,0.7105154244647927,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
77,9304,78,277,307,0.7029032249938977,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
78,9404,79,282,311,0.7179100287167304,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
79,9504,80,287,328,0.7130469004343493,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
80,9604,81,288,318,0.726870950488619,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
81,9704,82,294,337,0.6870963571519211,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
82,9804,83,299,348,0.7307949352478594,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
83,9904,84,304,350,0.7301578396200354,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
84,10004,85,307,358,0.7144913132388077,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
85,10108,86,312,350,0.7185167519622256,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
86,10208,87,313,354,0.7323301294009076,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
87,10308,88,314,363,0.7356298809163229,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
88,10408,89,319,367,0.7324599022585198,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
89,10508,90,327,374,0.7151575332431701,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
90,10608,91,330,385,0.7328761851495705,0.33769964933381147,13750,0,24,59535,0.9373400607030847,0.9685413074572473,0.9848670250398376,0.9147444230501355
91,10708,92,337,380,0.7283972453938511,0.33769964933381147,13750,0,24,59535,0.9375179427197954,0.9687262784183333,0.9849565575017026,0.9151086225254429
92,10808,93,339,395,0.7186350044508438,0.33769964933381147,13750,0,24,59535,0.9375179427197954,0.9687262784183333,0.9849565575017026,0.9151086225254429
93,10908,94,342,399,0.7337055597376274,0.33769964933381147,13750,0,24,59535,0.9375179427197954,0.9687262784183333,0.9849565575017026,0.9151086225254429
94,11008,95,346,394,0.7331946337119067,0.33769964933381147,13750,0,24,59535,0.9375179427197954,0.9687262784183333,0.9849565575017026,0.9151086225254429
95,11108,96,350,409,0.7404564795321159,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
96,11208,97,352,398,0.7346431162368,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
97,11308,98,360,412,0.7326291809372533,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
98,11408,99,363,420,0.7350638236323312,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
99,11508,100,367,428,0.7145606619145524,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
100,11609,101,373,418,0.7311928419242238,0.33769964933381147,13750,0,24,59535,0.9380603365583776,0.9691616836118426,0.9851650963045246,0.9155578830588876
