,total edge splits,total component splits,number_of_components,new_modularity,original_modularity,count_of_known_entites,subgraph_index,num_of_unique_entities_in_comp,total_num_of_addresses_in_comp
0,90,1,2,0.8459580785675958,0.8543345942896258,0,0,22,13248
1,380,2,3,0.8476136750866798,0.8543345942896258,0,0,22,13248
2,440,3,4,0.8422270206687373,0.8543345942896258,18,0,22,13248
3,620,4,5,0.8525237702109292,0.8543345942896258,78,0,22,13248
4,710,5,9,0.8520909852918788,0.8543345942896258,887,0,22,13248
5,740,6,10,0.8502167424857923,0.8543345942896258,894,0,22,13248
6,750,7,11,0.8500129958224774,0.8543345942896258,894,0,22,13248
7,801,8,12,0.8501138007966752,0.8543345942896258,894,0,22,13248
8,951,9,13,0.8487629143415396,0.8543345942896258,894,0,22,13248
9,1091,10,14,0.8489935575299914,0.8543345942896258,894,0,22,13248
10,1131,11,16,0.8495111809215096,0.8543345942896258,894,0,22,13248
11,1161,12,17,0.8503190639397884,0.8543345942896258,894,0,22,13248
12,1171,13,20,0.8501185669761263,0.8543345942896258,902,0,22,13248
13,1281,14,22,0.8511849996536475,0.8543345942896258,902,0,22,13248
14,1311,15,23,0.8512075319892778,0.8543345942896258,902,0,22,13248
15,1321,16,24,0.852054216888564,0.8543345942896258,902,0,22,13248
16,1421,17,26,0.8515581702163075,0.8543345942896258,902,0,22,13248
17,1621,18,27,0.8520442931477865,0.8543345942896258,902,0,22,13248
18,1652,19,28,0.8515963527496538,0.8543345942896258,902,0,22,13248
19,1672,20,29,0.8508555227356991,0.8543345942896258,902,0,22,13248
20,1723,21,30,0.8519044909715848,0.8543345942896258,902,0,22,13248
21,1733,22,31,0.850764984263243,0.8543345942896258,902,0,22,13248
22,1773,23,33,0.8510970206408817,0.8543345942896258,907,0,22,13248
